Company,TypeName,Ram,OpSys,Weight,TouchScreen,IPS,PPI,CPU_name,HDD,SSD,Gpu brand,Predicted Price
Lenovo,Notebook,8,Windows,2.02,0,0,157.3505121,Intel Core i5,0,256,Intel,656.1287927
Lenovo,Notebook,4,Windows,2.2,0,0,141.2119981,Intel Core i7,1000,0,Nvidia,348.9314876
Lenovo,Notebook,8,Other,2.2,0,0,100.4546699,Intel Core i3,2000,0,Nvidia,386.608337
Dell,Notebook,4,Windows,2.3,0,0,141.2119981,Intel Core i5,500,0,AMD,435.5269577
Dell,Notebook,8,Windows,1.9,0,0,141.2119981,Intel Core i5,0,256,Intel,650.3716709
Dell,Gaming,16,Windows,4.42,0,1,127.3356746,Intel Core i7,1000,128,Nvidia,1544.474223
Toshiba,Notebook,8,Windows,2,0,1,141.2119981,Intel Core i5,500,0,Intel,588.6329022
Asus,Notebook,8,Windows,2,0,1,282.4239962,Intel Core i7,1000,256,Nvidia,675.0255475
Mediacom,Notebook,4,Windows,1.2,0,1,165.6321181,Other Intel Processor,0,32,Intel,212.7245606
Asus,Gaming,8,Windows,2.3,0,1,141.2119981,Intel Core i5,1000,128,Nvidia,709.0255586
Dell,Notebook,8,Windows,1.93,0,0,141.2119981,Intel Core i7,0,256,Nvidia,663.1457248
Dell,Notebook,8,Windows,2.2,0,0,141.2119981,Intel Core i5,0,256,AMD,641.4673612
HP,Notebook,4,Windows,1.86,0,0,141.2119981,Other Intel Processor,0,256,Intel,212.7245606
HP,Gaming,12,Windows,2.62,0,0,127.3356746,Intel Core i7,1000,0,Nvidia,756.7891572
Lenovo,Notebook,8,Windows,1.87,0,1,157.3505121,Intel Core i7,0,256,Nvidia,673.6339622
Dell,Ultrabook,8,Windows,1.2,1,0,276.0535301,Intel Core i7,0,256,Intel,948.2085423
Dell,Notebook,4,Windows,1.6,0,0,157.3505121,Intel Core i3,0,128,Intel,399.8910584
HP,Ultrabook,8,Windows,1.34,0,1,276.0535301,Intel Core i7,0,256,Intel,950.5357982
Acer,Gaming,8,Other,2.4,0,0,141.2119981,Intel Core i5,1000,0,Nvidia,652.5454546
Asus,Notebook,4,Windows,2,0,0,100.4546699,AMD Processor,500,0,AMD,326.2073536
HP,Notebook,4,Windows,2.1,0,0,141.2119981,Intel Core i3,0,128,Intel,331.7577961
Lenovo,Notebook,4,Windows,1.87,0,0,157.3505121,Intel Core i5,500,0,Intel,452.2315455
Lenovo,Notebook,4,Other,2.15,0,0,141.2119981,Intel Core i5,1000,0,Intel,424.1953245
HP,Notebook,4,Windows,1.86,0,0,141.2119981,Intel Core i3,500,0,Intel,331.6586879
Lenovo,Notebook,8,Windows,1.99,0,1,141.2119981,Intel Core i7,0,512,Intel,663.1817913
Lenovo,Notebook,4,Windows,2.2,0,0,141.2119981,Intel Core i3,0,128,Intel,331.7577961
Dell,Notebook,8,Windows,1.9,0,0,141.2119981,Intel Core i5,0,256,Intel,650.3716709
Dell,Gaming,16,Windows,4.42,0,1,127.3356746,Intel Core i7,1000,256,Nvidia,1544.905638
HP,Notebook,8,Windows,2.65,0,0,106.1130621,Intel Core i3,1000,0,Intel,387.7779687
HP,Notebook,8,Windows,2.63,0,0,127.3356746,Intel Core i7,1000,0,Nvidia,608.7770715
Asus,Notebook,4,Other,2,0,0,100.4546699,Other Intel Processor,500,0,Intel,212.6586969
Mediacom,Notebook,4,Windows,1.35,0,1,165.6321181,Other Intel Processor,0,0,Intel,212.6586969
Lenovo,Notebook,6,Windows,2.8,0,0,106.1130621,Intel Core i7,1000,128,Nvidia,346.4276113
HP,Notebook,6,Windows,1.91,0,1,141.2119981,AMD Processor,0,128,AMD,332.1023917
Dell,Notebook,4,Windows,2.18,0,0,100.4546699,Intel Core i3,1000,0,AMD,325.8688747
Acer,2 in 1 Convertible,4,Windows,1.25,1,1,189.9057905,Other Intel Processor,0,0,Intel,212.6586969
Lenovo,Notebook,4,Windows,2.05,0,0,141.2119981,Intel Core i3,0,128,Intel,331.7577961
HP,Ultrabook,16,Windows,1.16,1,1,276.0535301,Other Intel Processor,0,512,Intel,1261.479146
Lenovo,Notebook,8,Windows,3.4,0,1,127.3356746,Intel Core i7,0,256,Nvidia,718.0696754
Asus,Notebook,8,Windows,2.5,0,0,141.2119981,Intel Core i5,1000,128,Nvidia,627.2035515
Dell,Ultrabook,8,Windows,1.21,1,1,331.2642361,Intel Core i5,0,128,Intel,917.4888964
Dell,Notebook,4,Windows,1.93,0,0,100.4546699,Intel Core i5,500,0,Intel,440.4247595
Fujitsu,Notebook,8,Windows,2.2,0,0,100.4546699,Intel Core i5,1000,0,Intel,388.7426756
Lenovo,Notebook,4,Windows,2.2,0,0,141.2119981,Other Intel Processor,500,0,Intel,212.6586969
Lenovo,Notebook,4,Windows,2.02,0,0,111.9352036,Intel Core i5,500,0,Intel,440.6223174
HP,Workstation,8,Windows,3.14,0,0,106.1130621,Intel Core i5,500,0,Nvidia,579.8748573
HP,Notebook,8,Windows,1.94,0,0,111.9352036,Other Intel Processor,2000,0,Intel,427.9333275
HP,Notebook,6,Windows,1.95,0,1,141.2119981,AMD Processor,0,256,AMD,332.1023917
Lenovo,Notebook,8,Windows,2.3,0,0,141.2119981,Intel Core i5,0,256,Intel,641.4673612
Lenovo,Notebook,4,Windows,2.05,0,0,141.2119981,Intel Core i5,500,0,Intel,438.982932
Mediacom,Notebook,4,Windows,1.4,0,0,157.3505121,Other Intel Processor,0,32,Intel,212.7245606
Toshiba,Ultrabook,16,Windows,1.24,1,0,157.3505121,Intel Core i7,0,512,Intel,1209.189176
Lenovo,Gaming,32,Windows,4.6,0,1,127.3356746,Intel Core i7,1000,256,Nvidia,1697.430061
MSI,Gaming,16,Windows,4.14,0,0,127.3356746,Intel Core i7,1000,512,Nvidia,1522.09957
Dell,Notebook,8,Other,2.2,0,0,141.2119981,Intel Core i7,0,256,AMD,592.6453647
Mediacom,Notebook,4,Windows,1.45,0,1,157.3505121,Other Intel Processor,0,32,Intel,212.7245606
Dell,Notebook,8,Windows,1.9,0,0,100.4546699,Intel Core i5,500,0,Intel,389.292003
HP,Notebook,4,Windows,1.49,0,0,165.6321181,Intel Core i3,0,128,Intel,442.5170315
Dell,Notebook,16,Windows,1.93,0,0,141.2119981,Intel Core i7,0,256,Nvidia,1045.57484
Dell,Netbook,4,Other,1.26,0,0,135.0942112,Other Intel Processor,0,0,Intel,212.6586969
MSI,Gaming,16,Windows,4.5,0,0,127.3356746,Intel Core i7,1000,128,Nvidia,1544.474223
HP,Gaming,16,Windows,3.78,0,1,127.3356746,Intel Core i7,1000,256,Nvidia,1501.276353
Lenovo,Ultrabook,12,Windows,1.4,0,1,157.3505121,Intel Core i7,0,256,Intel,937.3926697
Lenovo,Notebook,12,Windows,2.2,1,0,100.4546699,Intel Core i7,1000,0,Intel,391.3338443
Asus,Gaming,8,Windows,2.73,0,1,127.3356746,Intel Core i5,1000,128,Nvidia,781.1403327
Asus,2 in 1 Convertible,8,Windows,2.2,1,0,100.4546699,Intel Core i5,1000,0,Intel,548.7913519
Lenovo,Notebook,12,Windows,2.2,0,0,141.2119981,AMD Processor,0,512,AMD,652.534394
Dell,2 in 1 Convertible,4,Windows,1.39,1,0,135.0942112,Other Intel Processor,0,128,Intel,212.7245606
Samsung,Notebook,16,Windows,2.5,0,0,141.2119981,Intel Core i7,1000,128,Nvidia,1031.758436
Lenovo,Notebook,4,Other,2.8,0,0,127.3356746,Intel Core i3,500,0,Intel,325.7338062
Lenovo,Notebook,8,Windows,2.29,0,0,100.4546699,Intel Core i3,1000,0,Intel,386.608337
Lenovo,2 in 1 Convertible,8,Windows,1.37,1,1,165.6321181,Intel Core i7,0,512,Intel,933.3512211
Lenovo,Notebook,8,Windows,1.7,0,1,157.3505121,Intel Core i5,0,256,Intel,671.8519179
Dell,2 in 1 Convertible,8,Windows,1.34,1,0,176.2325736,Intel Core i5,0,256,Intel,934.0158369
Dell,Workstation,8,Windows,2.06,1,0,141.2119981,Intel Core i7,0,256,Nvidia,773.1009598
HP,Notebook,8,Windows,1.84,0,0,141.2119981,Intel Core i7,0,256,Intel,674.756374
HP,Notebook,4,Windows,2.1,0,0,100.4546699,Intel Core i3,500,0,Intel,325.8688747
Acer,Notebook,4,Windows,1.6,0,0,157.3505121,Other Intel Processor,0,0,Intel,212.6586969
MSI,Gaming,16,Windows,4.14,0,0,127.3356746,Intel Core i7,1000,128,Nvidia,1520.826999
Dell,Notebook,4,Other,2.18,0,0,100.4546699,Intel Core i3,1000,0,AMD,319.9518147
MSI,Gaming,16,Windows,1.8,0,0,282.4239962,Intel Core i7,2000,256,Nvidia,1258.984184
Toshiba,Notebook,8,Windows,2.2,0,1,141.2119981,Intel Core i7,0,256,Intel,654.7613808
Lenovo,Notebook,6,Windows,2.4,0,0,141.2119981,Intel Core i5,1000,0,Intel,434.0741344
Lenovo,2 in 1 Convertible,8,Windows,2,1,1,141.2119981,Intel Core i7,0,256,Intel,768.3005638
Acer,Notebook,4,Windows,1.6,0,0,111.9352036,Other Intel Processor,0,0,Intel,212.6586969
Lenovo,Notebook,32,Windows,2.5,0,1,282.4239962,Other Intel Processor,0,1000,Nvidia,1306.000078
Dell,Gaming,16,Windows,2.59,0,0,141.2119981,Intel Core i7,1000,0,Nvidia,1109.181584
Dell,Notebook,4,Other,2.18,0,0,100.4546699,Intel Core i3,1000,0,Intel,319.9518147
Dell,Notebook,4,Other,2.25,0,0,100.4546699,Intel Core i3,1000,0,Intel,319.9518147
Dell,Notebook,4,Other,1.93,0,0,100.4546699,Intel Core i5,500,0,Intel,430.4014199
Asus,Gaming,8,Windows,3,0,0,127.3356746,Intel Core i7,1000,128,Nvidia,836.1547264
Dell,Notebook,4,Other,2.18,0,0,141.2119981,Intel Core i5,0,128,AMD,425.8561042
HP,Ultrabook,8,Windows,1.84,0,0,141.2119981,Intel Core i7,0,512,Intel,789.7508822
MSI,Gaming,16,Windows,2.94,0,0,141.2119981,Intel Core i7,1000,256,Nvidia,1126.708244
Acer,2 in 1 Convertible,4,Other,1.25,1,1,135.0942112,Other Intel Processor,0,0,Intel,212.6586969
HP,Notebook,8,Windows,2.31,0,0,111.9352036,Intel Core i5,0,256,Intel,456.9768811
Lenovo,Notebook,8,Windows,1.65,0,0,157.3505121,Intel Core i5,0,256,Intel,671.8434105
Dell,Notebook,4,Windows,2.2,0,0,141.2119981,Intel Core i5,1000,0,AMD,434.0741344
Fujitsu,Notebook,8,Windows,2.2,0,0,100.4546699,Intel Core i5,0,256,Intel,406.647094
HP,Notebook,4,Windows,1.88,0,0,100.4546699,Intel Core i5,500,0,Intel,441.1778859
Lenovo,Notebook,8,Windows,2.2,0,0,141.2119981,Intel Core i7,1000,0,Nvidia,595.4462545
Mediacom,Notebook,2,Windows,1.4,0,0,157.3505121,Other Intel Processor,0,0,Intel,211.8324135
Lenovo,Notebook,4,Other,2.2,0,0,141.2119981,Intel Core i5,0,128,Intel,425.8561042
Asus,2 in 1 Convertible,6,Windows,1.5,1,0,165.6321181,Intel Core i5,1000,0,Intel,599.2972612
Dell,Notebook,8,Windows,2,0,0,141.2119981,Intel Core i7,0,256,Nvidia,659.655423
Asus,Ultrabook,16,Windows,1.1,0,0,157.3505121,Intel Core i7,0,512,Intel,1209.189176
Dell,Gaming,16,Windows,2.62,0,0,141.2119981,Intel Core i7,1000,256,Nvidia,1112.281231
Lenovo,Notebook,4,Windows,1.8,0,0,141.2119981,Intel Core i5,0,256,Intel,476.0000672
Lenovo,Notebook,4,Windows,2.2,0,0,141.2119981,Intel Core i3,1000,0,Nvidia,331.7577961
Asus,Notebook,8,Windows,2,0,0,100.4546699,Other Intel Processor,1000,0,Intel,386.608337
Asus,Notebook,8,Windows,1.99,0,0,141.2119981,Intel Core i5,1000,0,Nvidia,588.168017
Dell,Ultrabook,8,Windows,1.23,1,0,276.0535301,Intel Core i5,0,256,Intel,934.0158369
Lenovo,Notebook,2,Windows,1.42,0,0,111.9352036,Other Intel Processor,0,0,Intel,211.8324135
Lenovo,2 in 1 Convertible,8,Windows,1.37,1,1,165.6321181,Intel Core i7,0,256,Intel,925.7258218
Dell,Notebook,16,Windows,2.06,1,0,282.4239962,Intel Core i7,0,1000,Nvidia,1192.617519
Lenovo,Gaming,8,Windows,2.5,0,1,141.2119981,Intel Core i7,1000,128,Nvidia,741.3032034
HP,Notebook,8,Windows,2.6,0,0,107.9856456,AMD Processor,1000,0,AMD,387.7779687
Lenovo,Ultrabook,16,Windows,1.14,0,1,157.3505121,Intel Core i7,0,512,Intel,1209.189176
Asus,Gaming,8,Other,2.5,0,1,141.2119981,Intel Core i7,1000,0,Nvidia,679.9345672
Acer,Notebook,4,Windows,2.4,0,0,100.4546699,Intel Core i3,500,0,Intel,325.8688747
Lenovo,Notebook,4,Windows,1.43,0,0,111.9352036,Other Intel Processor,0,0,Intel,212.6586969
Acer,Ultrabook,8,Windows,1.8,0,1,157.3505121,Intel Core i5,0,256,Intel,739.1677571
Razer,Gaming,16,Windows,1.95,0,0,157.3505121,Intel Core i7,0,256,Nvidia,1207.997533
Toshiba,Notebook,8,Windows,1.2,0,0,165.6321181,Intel Core i5,0,256,Intel,791.6107449
Lenovo,Ultrabook,8,Windows,1.36,0,1,176.2325736,Intel Core i7,0,256,Intel,948.4440601
Asus,Gaming,32,Windows,3.8,0,1,127.3356746,Intel Core i7,0,512,Nvidia,1664.973739
Acer,Gaming,8,Other,2.4,0,0,141.2119981,Intel Core i5,1000,0,Nvidia,652.5454546
Dell,Ultrabook,8,Windows,1.2,0,0,165.6321181,Intel Core i5,0,256,Intel,904.3329217
MSI,Gaming,8,Windows,2.2,0,0,141.2119981,Intel Core i7,1000,128,Nvidia,741.1191229
HP,Notebook,4,Other,1.86,0,0,100.4546699,Intel Core i3,500,0,Intel,319.8562334
Toshiba,Notebook,8,Windows,2,0,1,141.2119981,Intel Core i5,500,0,Intel,588.6329022
Dell,Notebook,8,Windows,2.2,0,0,141.2119981,Intel Core i7,0,256,AMD,654.0269362
Dell,Notebook,16,Windows,2.2,0,0,141.2119981,Intel Core i7,2000,256,AMD,1045.117544
Lenovo,Gaming,8,Windows,3.31,0,1,141.2119981,Intel Core i7,1000,128,Nvidia,834.7767895
Dell,Gaming,32,Windows,4.42,0,1,254.6713491,Intel Core i7,1000,512,Nvidia,1710.264923
Dell,Notebook,8,Windows,1.56,0,0,157.3505121,Intel Core i5,0,256,Intel,675.711781
Lenovo,Notebook,4,Windows,2.2,0,0,100.4546699,Other Intel Processor,500,0,Intel,212.6586969
Lenovo,Notebook,4,Windows,2.2,0,0,141.2119981,Intel Core i5,500,0,Intel,435.5269577
HP,Notebook,6,Windows,2.04,0,0,141.2119981,Intel Core i3,1000,0,AMD,331.7577961
MSI,Gaming,8,Windows,2.7,0,0,127.3356746,Intel Core i7,1000,128,Nvidia,814.26017
Toshiba,Notebook,4,Windows,2.1,0,0,100.4546699,Intel Core i3,0,128,Intel,325.8688747
Dell,Notebook,8,Windows,2.06,0,0,141.2119981,Intel Core i5,1000,0,Intel,587.2095783
HP,Notebook,8,Windows,2.1,0,0,141.2119981,Intel Core i7,1000,0,AMD,596.1628908
Toshiba,Notebook,8,Windows,2,0,1,141.2119981,Intel Core i5,0,256,Intel,647.2986838
Acer,Notebook,4,Other,2.1,0,0,100.4546699,Intel Core i3,0,128,Intel,319.9518147
Microsoft,Ultrabook,8,Windows,1.252,1,0,200.8425599,Intel Core i7,0,256,Intel,948.2085423
Lenovo,Notebook,8,Windows,1.9,0,0,141.2119981,Intel Core i5,1000,128,AMD,635.0338182
Lenovo,2 in 1 Convertible,8,Windows,1.3,1,1,165.6321181,Intel Core i5,0,256,Intel,904.5575416
Lenovo,Notebook,4,Windows,2.2,0,0,100.4546699,AMD Processor,0,128,AMD,326.2073536
HP,2 in 1 Convertible,4,Windows,1.63,1,1,157.3505121,Intel Core i3,0,128,Nvidia,394.3238753
MSI,Gaming,16,Windows,2.4,0,0,141.2119981,Intel Core i7,1000,256,Nvidia,1112.329184
Asus,Ultrabook,8,Windows,1.1,0,0,157.3505121,Intel Core i5,0,256,Intel,904.3329217
HP,2 in 1 Convertible,8,Other,1.4,1,0,135.0942112,Other Intel Processor,0,0,Intel,857.473396
LG,Ultrabook,8,Windows,1.09,0,1,141.2119981,Intel Core i7,0,512,Intel,923.6879844
Acer,Gaming,16,Windows,2.5,0,0,141.2119981,Intel Core i5,0,256,Nvidia,1112.197223
MSI,Gaming,8,Windows,2.2,0,0,141.2119981,Intel Core i5,0,256,Nvidia,721.995128
Asus,Notebook,4,Windows,1.86,0,0,100.4546699,Other Intel Processor,0,128,Intel,212.7245606
Dell,Gaming,16,Windows,3.21,0,0,141.2119981,Intel Core i5,1000,128,Nvidia,1244.344355
HP,Notebook,4,Windows,2.5,0,1,127.3356746,Intel Core i3,0,256,AMD,331.7577961
Lenovo,2 in 1 Convertible,8,Windows,1.19,1,1,165.6321181,Intel Core i7,0,512,Intel,933.3512211
Dell,Gaming,16,Windows,3.49,0,0,141.2119981,Intel Core i7,1000,256,Nvidia,1495.15768
HP,Notebook,4,Windows,1.86,0,0,100.4546699,Intel Core i5,500,0,AMD,441.1778859
Dell,Notebook,4,Windows,2.2,0,0,100.4546699,Intel Core i3,1000,0,AMD,325.8688747
HP,Notebook,6,Windows,2.65,0,1,127.3356746,AMD Processor,2000,0,AMD,332.1023917
Lenovo,Notebook,4,Windows,2.1,0,0,100.4546699,Other Intel Processor,500,0,Intel,212.6586969
Acer,Notebook,4,Other,1.45,0,0,111.9352036,Other Intel Processor,0,0,Intel,212.6586969
Lenovo,Notebook,4,Windows,1.7,0,0,157.3505121,Intel Core i5,0,256,Intel,518.1496414
HP,Workstation,8,Windows,3.14,0,0,127.3356746,Intel Core i7,500,0,Nvidia,852.641296
Lenovo,2 in 1 Convertible,8,Windows,1.42,1,0,209.8006829,Intel Core i7,0,256,Intel,947.2878277
Toshiba,Notebook,8,Windows,1.5,0,1,165.6321181,Intel Core i5,0,256,Intel,715.2707246
Acer,Netbook,4,Windows,1.4,0,0,135.0942112,Other Intel Processor,0,0,Intel,212.6586969
Lenovo,2 in 1 Convertible,16,Windows,1.38,1,0,157.3505121,Intel Core i7,0,512,Intel,1209.189176
Asus,2 in 1 Convertible,4,Other,1.2,1,0,176.2325736,Other Intel Processor,0,0,Intel,212.6586969
Toshiba,Ultrabook,16,Windows,1.36,1,0,165.6321181,Intel Core i7,0,512,Intel,1210.159419
HP,Notebook,4,Windows,2.1,0,1,141.2119981,Intel Core i7,500,0,AMD,348.9314876
Dell,Gaming,8,Windows,2.56,0,0,141.2119981,Intel Core i5,1000,0,Nvidia,678.099608
Lenovo,Notebook,4,Windows,2.2,0,0,141.2119981,AMD Processor,0,256,AMD,332.1023917
Lenovo,Notebook,8,Windows,2.2,0,0,100.4546699,AMD Processor,1000,0,AMD,386.608337
Lenovo,Notebook,4,Windows,2.1,0,0,141.2119981,Intel Core i5,2000,0,Intel,434.0741344
Lenovo,Notebook,4,Other,1.9,0,0,100.4546699,Intel Core i3,500,0,Intel,319.9518147
Dell,Notebook,8,Windows,2.18,0,0,141.2119981,Intel Core i5,0,256,Intel,641.4673612
Acer,2 in 1 Convertible,8,Windows,1.6,1,1,165.6321181,Intel Core i5,0,256,Intel,739.1677571
Lenovo,Workstation,16,Windows,2.18,0,0,141.2119981,Intel Core i7,0,512,Nvidia,1115.397339
Lenovo,Notebook,8,Windows,1.8,0,0,157.3505121,Intel Core i5,0,256,Intel,671.8434105
HP,Notebook,6,Windows,2.71,0,1,127.3356746,AMD Processor,2000,0,AMD,332.1023917
Lenovo,Gaming,8,Windows,2.5,0,1,141.2119981,Intel Core i7,1000,128,Nvidia,741.3032034
Dell,Notebook,8,Other,1.64,0,0,157.3505121,Intel Core i5,0,256,Nvidia,611.5397616
Dell,Notebook,8,Other,1.98,0,0,141.2119981,Intel Core i5,1000,0,Intel,537.4898545
Asus,Notebook,4,Windows,1.5,0,0,157.3505121,Other Intel Processor,0,0,Intel,212.6586969
Dell,Notebook,16,Windows,1.93,0,0,141.2119981,Intel Core i5,0,512,Intel,1050.72105
Lenovo,Notebook,8,Windows,1.87,0,1,157.3505121,Intel Core i5,0,256,Nvidia,661.0418917
Dell,Notebook,8,Windows,1.9,0,0,141.2119981,Intel Core i5,0,256,Intel,650.3716709
Lenovo,Notebook,4,Windows,2.19,0,0,100.4546699,AMD Processor,500,0,AMD,326.2073536
Mediacom,Notebook,4,Windows,1.4,0,1,161.7253908,Other Intel Processor,32,0,Intel,212.6586969
HP,Notebook,8,Windows,2.63,0,0,127.3356746,Intel Core i7,0,256,Nvidia,664.19127
Lenovo,Ultrabook,8,Windows,1.17,0,1,209.8006829,Intel Core i7,0,512,Intel,955.2348232
HP,2 in 1 Convertible,8,Windows,1.58,1,1,117.8265301,Intel Core i5,0,256,Intel,726.9744438
Lenovo,Ultrabook,8,Windows,1.32,0,1,157.3505121,Intel Core i5,0,256,Intel,904.5575416
Dell,Gaming,32,Windows,4.36,0,0,254.6713491,Intel Core i7,1000,1000,Nvidia,1710.590714
MSI,Gaming,8,Windows,2.7,0,0,127.3356746,Intel Core i7,1000,128,Nvidia,814.26017
Lenovo,Notebook,4,Other,1.9,0,0,100.4546699,Intel Core i5,1000,0,Intel,428.9656943
Dell,Notebook,8,Windows,2.2,0,0,141.2119981,Intel Core i5,1000,128,AMD,626.8010948
Dell,2 in 1 Convertible,4,Windows,1.71,1,0,165.6321181,Intel Core i3,1000,0,Intel,375.4910137
Dell,Notebook,8,Other,2.32,0,0,100.4546699,Intel Core i5,1000,0,AMD,388.7426756
HP,Notebook,4,Windows,2.1,0,0,141.2119981,AMD Processor,1000,0,AMD,332.1023917
Acer,Gaming,16,Windows,4.2,0,1,127.3356746,Intel Core i7,1000,128,Nvidia,1521.391938
Dell,Notebook,12,Windows,2.25,0,0,100.4546699,Intel Core i5,1000,0,Intel,392.5019562
HP,Notebook,6,Windows,2.1,0,0,141.2119981,AMD Processor,1000,128,AMD,332.1023917
Acer,Notebook,4,Windows,2.4,0,0,100.4546699,Intel Core i5,500,0,Intel,430.3534766
Lenovo,Notebook,8,Windows,1.44,0,1,165.6321181,Intel Core i5,0,256,Intel,786.195171
Lenovo,Notebook,4,Windows,1.85,0,0,141.2119981,Intel Core i7,1000,0,Intel,352.9245528
HP,Workstation,16,Windows,2.6,0,0,141.2119981,Intel Core i7,0,256,Nvidia,1112.541404
Dell,2 in 1 Convertible,8,Windows,1.55,1,0,165.6321181,Intel Core i5,1000,0,Intel,721.7537594
MSI,Gaming,16,Windows,1.8,0,0,141.2119981,Intel Core i7,1000,256,Nvidia,1113.572101
Acer,Notebook,4,Windows,2.4,0,0,100.4546699,Intel Core i3,500,0,Intel,325.8688747
Dell,Notebook,8,Windows,2,0,0,141.2119981,Intel Core i7,1000,128,Nvidia,644.266224
Dell,Notebook,8,Windows,2,0,0,100.4546699,Intel Core i3,0,256,Intel,404.8136669
Toshiba,Notebook,8,Windows,1.25,1,1,157.3505121,Intel Core i5,0,256,Intel,790.2413583
Lenovo,2 in 1 Convertible,8,Windows,1.7,1,0,157.3505121,Intel Core i5,0,256,Intel,739.3513529
Lenovo,Workstation,16,Windows,2.5,0,1,282.4239962,Intel Core i7,0,1000,Nvidia,1262.092155
Acer,Notebook,2,Other,1.68,0,0,111.9352036,Other Intel Processor,0,0,Intel,211.8324135
Samsung,Ultrabook,16,Windows,0.81,0,0,165.6321181,Intel Core i7,0,256,Intel,1208.021399
HP,Notebook,8,Windows,1.86,0,0,141.2119981,Intel Core i3,0,256,Intel,650.6121164
Dell,Notebook,8,Windows,1.6,0,0,111.9352036,Intel Core i5,0,256,Intel,463.629625
HP,Workstation,16,Windows,3,0,1,127.3356746,Other Intel Processor,0,256,Nvidia,1226.104694
Lenovo,Netbook,4,Windows,1.4,1,0,135.0942112,Other Intel Processor,0,128,Intel,212.7245606
HP,Notebook,8,Windows,1.84,0,0,141.2119981,Intel Core i5,0,256,Intel,662.0583524
Asus,Notebook,4,Other,2.45,0,0,100.4546699,Intel Core i5,1000,0,Nvidia,419.1564481
Lenovo,Ultrabook,4,Windows,1.7,0,0,157.3505121,Intel Core i5,0,180,Intel,518.455768
Asus,Notebook,4,Windows,2.37,0,0,100.4546699,Intel Core i7,0,256,Intel,343.0026835
Lenovo,2 in 1 Convertible,8,Windows,1.3,1,1,276.0535301,Intel Core i5,0,256,Intel,934.2478295
HP,Notebook,8,Windows,2.2,0,1,141.2119981,Intel Core i5,1000,128,Nvidia,627.9078746
HP,Workstation,8,Windows,2.59,0,0,141.2119981,Intel Core i7,0,256,Nvidia,797.4146333
Dell,Gaming,16,Windows,4.42,0,1,282.4239962,Intel Core i7,1000,256,Nvidia,1561.585646
Acer,Notebook,4,Windows,2.1,0,0,100.4546699,Intel Core i5,0,256,Intel,430.5971801
Lenovo,Gaming,8,Windows,2.5,0,1,141.2119981,Intel Core i7,1000,128,Nvidia,741.3032034
Dell,Ultrabook,16,Windows,1.18,0,0,176.2325736,Intel Core i7,0,256,Intel,1221.748196
Google,Ultrabook,8,Other,1.1,1,0,234.5074,Intel Core i5,0,256,Intel,929.3161476
Asus,Ultrabook,8,Windows,1.2,0,1,276.0535301,Intel Core i5,0,256,Intel,934.0158369
Dell,Notebook,4,Windows,1.65,0,0,117.8265301,Intel Core i3,500,0,Intel,377.3653646
Acer,Notebook,4,Windows,1.6,0,0,117.8265301,Intel Core i5,0,128,Intel,532.7674347
Asus,Notebook,4,Windows,2.8,0,0,90.58340172,Other Intel Processor,1000,0,Nvidia,212.6586969
Dell,Gaming,16,Windows,2.72,1,1,282.4239962,Intel Core i7,1000,128,Nvidia,1257.083901
Samsung,Ultrabook,8,Windows,1.31,1,0,165.6321181,Intel Core i7,0,256,Intel,925.4959454
Acer,Notebook,4,Other,2.1,0,0,100.4546699,Other Intel Processor,1000,0,Intel,212.6586969
Dell,Notebook,16,Windows,2.3,0,0,141.2119981,Intel Core i7,0,256,AMD,1045.362008
Samsung,2 in 1 Convertible,16,Windows,1.71,1,0,146.860478,Intel Core i7,0,256,AMD,1135.826433
Toshiba,Notebook,4,Windows,1.75,0,1,111.9352036,Intel Core i5,0,128,Intel,508.1478183
Dell,Gaming,8,Windows,2.62,0,0,141.2119981,Intel Core i7,1000,0,Nvidia,724.2901587
HP,Ultrabook,4,Windows,1.26,0,0,125.367428,Intel Core i5,0,256,Intel,603.8808727
Asus,2 in 1 Convertible,12,Windows,2.3,1,0,141.2119981,Intel Core i7,2000,0,Nvidia,734.0750283
Lenovo,Notebook,16,Windows,2.5,0,0,282.4239962,Intel Core i7,0,512,Nvidia,1191.81878
Acer,Notebook,4,Windows,1.8,0,1,157.3505121,Intel Core i3,0,128,Intel,358.6632834
Razer,Gaming,16,Windows,1.95,0,0,157.3505121,Intel Core i7,0,512,Nvidia,1210.50278
Asus,Notebook,8,Windows,2,0,0,141.2119981,Other Intel Processor,0,128,Intel,631.3131409
Dell,Gaming,32,Windows,4.42,0,1,127.3356746,Intel Core i7,1000,1000,Nvidia,1698.699529
Asus,Gaming,16,Windows,4.3,0,1,127.3356746,Intel Core i7,1000,256,Nvidia,1523.000457
Toshiba,Ultrabook,16,Windows,1.47,0,1,157.3505121,Intel Core i7,0,512,Nvidia,1209.556158
Lenovo,Notebook,8,Other,2.2,0,0,100.4546699,Other Intel Processor,1000,0,Intel,386.608337
Lenovo,Ultrabook,16,Windows,1.7,0,0,157.3505121,Intel Core i7,0,512,Intel,1209.189176
MSI,Gaming,16,Windows,1.6,0,1,157.3505121,Intel Core i7,1000,256,Nvidia,1206.770594
MSI,Gaming,8,Windows,2.2,0,0,141.2119981,Intel Core i5,1000,128,Nvidia,709.0255586
